Character,Transcriptions,Fanqie,Sixtuples,Identifiers
巀,dzat;dzet,才割;昨結,山開一入寒從;山開四入先從,3398;3478
囐,dzat,才割,山開一入寒從,3398
㩵,dzat;ngat,才割;五割,山開一入寒從;山開一入寒疑,3398;3399
砸,dzat,才割,山開一入寒從,3398
嶭,ngat;nget,五割;五結,山開一入寒疑;山開四入先疑,3399;3479
䡾,ngat;ngjet,五割;魚列,山開一入寒疑;山開三入仙疑,3399;3497
枿,ngat,五割,山開一入寒疑,3399
𣡌,ngat,五割,山開一入寒疑,3399
櫱,ngat;ngjet,五割;魚列,山開一入寒疑;山開三入仙疑,3399;3497
𣎴,ngat,五割,山開一入寒疑,3399
蘖,ngat;ngjet,五割;魚列,山開一入寒疑;山開三入仙疑,3399;3497
𠱥,ngat,五割,山開一入寒疑,3399
𠲗,ngat,五割,山開一入寒疑,3399
歺,ngat,五割,山開一入寒疑,3399
齾,ngat;ngaet,五割;五鎋,山開一入寒疑;山開二入刪疑,3399;3446
葛,kat,古達,山開一入寒見,3400
䈓,kat,古達,山開一入寒見,3400
獦,kat;ljep,古達;良涉,山開一入寒見;咸開三入鹽來,3400;3809
割,kat,古達,山開一入寒見,3400
𩢛,kat,古達,山開一入寒見,3400
輵,kat,古達,山開一入寒見,3400
𨞛,kat,古達,山開一入寒見,3400
𥢸,kat,古達,山開一入寒見,3400
㵧,kat,古達,山開一入寒見,3400
躠,sat,桑割,山開一入寒心,3401
薩,sat,桑割,山開一入寒心,3401
摋,sat;srjet,桑割;山列,山開一入寒心;山開三入仙生,3401;3528
𥻦,sat,桑割,山開一入寒心,3401
攃,sat;tshat,桑割;七曷,山開一入寒心;山開一入寒清,3401;3402
𦼧,sat,桑割,山開一入寒心,3401
𨐖,sat,桑割,山開一入寒心,3401
撒,sat,桑割,山開一入寒心,3401
擦,tshat,七曷,山開一入寒清,3402
䌨,tshat,七曷,山開一入寒清,3402
礤,tshat,七曷,山開一入寒清,3402
捺,nat,奴曷,山開一入寒泥,3403
𤷈,nat;nreat,奴曷;女黠,山開一入寒泥;山開二入山娘,3403;3439
䖧,nat,奴曷,山開一入寒泥,3403
末,mat,莫撥,山合一入桓明,3405
昩,mat,莫撥,山合一入桓明,3405
𩑷,mat,莫撥,山合一入桓明,3405
䴲,mat,莫撥,山合一入桓明,3405
𨣱,mat,莫撥,山合一入桓明,3405
䬴,mat,莫撥,山合一入桓明,3405
秣,mat,莫撥,山合一入桓明,3405
𥬎,mat,莫撥,山合一入桓明,3405
靺,mat,莫撥,山合一入桓明,3405
粖,mat;met,莫撥;莫結,山合一入桓明;山開四入先明,3405;3480
𩱷,mat;met,莫撥;莫結,山合一入桓明;山開四入先明,3405;3480
𥽘,mat,莫撥,山合一入桓明,3405
䱅,mat,莫撥,山合一入桓明,3405
眜,mat,莫撥,山合一入桓明,3405
抹,mat,莫撥,山合一入桓明,3405
妺,mat,莫撥,山合一入桓明,3405
𠇱,mat,莫撥,山合一入桓明,3405
𢗿,mat,莫撥,山合一入桓明,3405
𡊉,mat,莫撥,山合一入桓明,3405
瀎,mat;met,莫撥;莫結,山合一入桓明;山開四入先明,3405;3480
𩿣,mat,莫撥,山合一入桓明,3405
沫,mat,莫撥,山合一入桓明,3405
𦫕,mat,莫撥,山合一入桓明,3405
袜,mat,莫撥,山合一入桓明,3405
茉,mat,莫撥,山合一入桓明,3405
撥,pat,北末,山合一入桓幫,3408
癶,pat,北末,山合一入桓幫,3408
茇,pat;bat,北末;蒲撥,山合一入桓幫;山合一入桓並,3408;3422
鉢,pat,北末,山合一入桓幫,3408
缽,pat,北末,山合一入桓幫,3408
盋,pat,北末,山合一入桓幫,3408
䳊,pat;bat,北末;蒲撥,山合一入桓幫;山合一入桓並,3408;3422
鱍,pat;phat,北末;普活,山合一入桓幫;山合一入桓滂,3408;3417
䢌,pat,北末,山合一入桓幫,3408
𩯌,pat,北末,山合一入桓幫,3408
襏,pat,北末,山合一入桓幫,3408
𦪑,pat,北末,山合一入桓幫,3408
驋,pat,北末,山合一入桓幫,3408
鮁,pat,北末,山合一入桓幫,3408
拶,tswat,姊末,山合一入桓精,3409
㳨,tswat,姊末,山合一入桓精,3409
𠛱,tswat;ljet,姊末;良辥,山合一入桓精;山開三入仙來,3409;3490
𨀨,tswat,姊末,山合一入桓精,3409
𤁢,tswat;tset;tsjek,姊末;子結;資昔,山合一入桓精;山開四入先精;梗開三入清精,3409;3468;3648
括,kwat,古活,山合一入桓見,3410
活,kwat;hwat,古活;戸括,山合一入桓見;山合一入桓匣,3410;3412
𣽅,kwat;hwat,古活;戸括,山合一入桓見;山合一入桓匣,3410;3412
髺,kwat,古活,山合一入桓見,3410
聒,kwat,古活,山合一入桓見,3410
䒷,kwat,古活,山合一入桓見,3410
𦸈,kwat,古活,山合一入桓見,3410
鴰,kwat;kwaet,古活;古䫄,山合一入桓見;山合二入刪見,3410;3451
萿,kwat,古活,山合一入桓見,3410
适,kwat;khwat,古活;苦栝,山合一入桓見;山合一入桓溪,3410;3411
佸,kwat;hwat,古活;戸括,山合一入桓見;山合一入桓匣,3410;3412
頢,kwat;hwaet,古活;下刮,山合一入桓見;山合二入刪匣,3410;3452
葀,kwat,古活,山合一入桓見,3410
䯏,kwat,古活,山合一入桓見,3410
懖,kwat,古活,山合一入桓見,3410
𦗾,kwat,古活,山合一入桓見,3410
筈,kwat;khwat,古活;苦栝,山合一入桓見;山合一入桓溪,3410;3411
闊,khwat,苦栝,山合一入桓溪,3411
蛞,khwat,苦栝,山合一入桓溪,3411
䟯,khwat,苦栝,山合一入桓溪,3411
𤫵,khwat,苦栝,山合一入桓溪,3411
䄆,hwat;kwaet,戸括;古䫄,山合一入桓匣;山合二入刪見,3412;3451
秳,hwat,戸括,山合一入桓匣,3412
姡,hwat;hwaet,戸括;下刮,山合一入桓匣;山合二入刪匣,3412;3452
奪,dwat,徒活,山合一入桓定,3413
𡙜,dwat,徒活,山合一入桓定,3413
敚,dwat,徒活,山合一入桓定,3413
敓,dwat,徒活,山合一入桓定,3413
脫,dwat;thwat,徒活;他括,山合一入桓定;山合一入桓透,3413;3418
挩,dwat;thwat,徒活;他括,山合一入桓定;山合一入桓透,3413;3418
莌,dwat;thwat,徒活;他括,山合一入桓定;山合一入桓透,3413;3418
痥,dwat,徒活,山合一入桓定,3413
鮵,dwat,徒活,山合一入桓定,3413
豁,xwat,呼括,山合一入桓曉,3414
𧯆,xwat,呼括,山合一入桓曉,3414
奯,xwat,呼括,山合一入桓曉,3414
𤃴,xwat,呼括,山合一入桓曉,3414
𣁳,xwat;'wat;'weat,呼括;烏括;烏八,山合一入桓曉;山合一入桓影;山合二入山影,3414;3415;3430
眓,xwat,呼括,山合一入桓曉,3414
斡,'wat,烏括,山合一入桓影,3415
焥,'wat,烏括,山合一入桓影,3415
䩊,'wat,烏括,山合一入桓影,3415
捾,'wat,烏括,山合一入桓影,3415
𥄗,'wat,烏括,山合一入桓影,3415
繓,tswat,子括,山合一入桓精,3416
撮,tswat;tshwat,子括;倉括,山合一入桓精;山合一入桓清,3416;3421
攥,tswat,子括,山合一入桓精,3416
鏺,phat,普活,山合一入桓滂,3417
𢯸,phat,普活,山合一入桓滂,3417
𨂩,phat,普活,山合一入桓滂,3417
㧊,phat,普活,山合一入桓滂,3417
䣪,phat,普活,山合一入桓滂,3417
𨡩,phat,普活,山合一入桓滂,3417
𣸍,phat,普活,山合一入桓滂,3417
𧘟,phat,普活,山合一入桓滂,3417
𦫔,phat,普活,山合一入桓滂,3417
䍨,phat,普活,山合一入桓滂,3417
𠷑,phat,普活,山合一入桓滂,3417
侻,thwat,他括,山合一入桓透,3418
捋,lwat,郎活,山合一入桓來,3419
𠜖,lwat,郎活,山合一入桓來,3419
蛶,lwat;ljwet,郎活;力輟,山合一入桓來;山合三入仙來,3419;3513
㸹,lwat;ljwet,郎活;力輟,山合一入桓來;山合三入仙來,3419;3513
掇,twat;trjwet,丁括;陟劣,山合一入桓端;山合三入仙知,3420;3512
剟,twat;trjwet,丁括;陟劣,山合一入桓端;山合三入仙知,3420;3512
鵽,twat;trweat;trwaet,丁括;丁滑;丁刮,山合一入桓端;山合二入山知;山合二入刪知,3420;3429;3454
裰,twat,丁括,山合一入桓端,3420
敠,twat;tshjwet,丁括;七絕,山合一入桓端;山合三入仙清,3420;3526
跋,bat,蒲撥,山合一入桓並,3422
𧺡,bat,蒲撥,山合一入桓並,3422
𧺺,bat,蒲撥,山合一入桓並,3422
魃,bat,蒲撥,山合一入桓並,3422
𢇷,bat,蒲撥,山合一入桓並,3422
䣮,bat,蒲撥,山合一入桓並,3422
馛,bat,蒲撥,山合一入桓並,3422
炦,bat,蒲撥,山合一入桓並,3422
癹,bat,蒲撥,山合一入桓並,3422
妭,bat,蒲撥,山合一入桓並,3422
犮,bat,蒲撥,山合一入桓並,3422
胈,bat,蒲撥,山合一入桓並,3422
鈸,bat,蒲撥,山合一入桓並,3422
䮂,bat,蒲撥,山合一入桓並,3422
菝,bat;beat,蒲撥;蒲八,山合一入桓並;山開二入山並,3422;3425
𩃶,bat,蒲撥,山合一入桓並,3422
䯋,bat,蒲撥,山合一入桓並,3422
黠,heat,胡八,山開二入山匣,3423
𩪲,heat,胡八,山開二入山匣,3423
䦖,heat;het,胡八;胡結,山開二入山匣;山開四入先匣,3423;3476
札,tsreat,側八,山開二入山莊,3424
㱜,tsreat,側八,山開二入山莊,3424
蚻,tsreat,側八,山開二入山莊,3424
紮,tsreat,側八,山開二入山莊,3424
𩿤,tsreat,側八,山開二入山莊,3424
扎,tsreat,側八,山開二入山莊,3424
𥎱,beat,蒲八,山開二入山並,3425
𤫶,kheat,恪八,山開二入山溪,3426
葜,kheat,恪八,山開二入山溪,3426
擖,kheat;kaet;draep,恪八;古鎋;丈甲,山開二入山溪;山開二入刪見;咸開二入銜澄,3426;3461;3853
劼,kheat,恪八,山開二入山溪,3426
𩮁,kheat;kaet,恪八;古鎋,山開二入山溪;山開二入刪見,3426;3461
𠛉,kheat,恪八,山開二入山溪,3426
㓤,kheat,恪八,山開二入山溪,3426
硈,kheat,恪八,山開二入山溪,3426
𦸉,kheat,恪八,山開二入山溪,3426
䂒,kheat,恪八,山開二入山溪,3426
𢼣,kheat,恪八,山開二入山溪,3426
猾,hweat,戸八,山合二入山匣,3427
䱻,hweat,戸八,山合二入山匣,3427
磆,hweat,戸八,山合二入山匣,3427
螖,hweat,戸八,山合二入山匣,3427
䴳,hweat,戸八,山合二入山匣,3427
𧽌,hweat,戸八,山合二入山匣,3427
八,peat,博拔,山開二入山幫,3428
𩡩,peat,博拔,山開二入山幫,3428
朳,peat,博拔,山開二入山幫,3428
捌,peat;paet,博拔;百鎋,山開二入山幫;山開二入刪幫,3428;3460
㺴,peat,博拔,山開二入山幫,3428
䤢,peat,博拔,山開二入山幫,3428
哵,peat,博拔,山開二入山幫,3428
玐,peat,博拔,山開二入山幫,3428
釟,peat,博拔,山開二入山幫,3428
窡,trweat;trwaet,丁滑;丁刮,山合二入山知;山合二入刪知,3429;3454
𠿡,trweat,丁滑,山合二入山知,3429
穵,'weat;'eat,烏八;烏黠,山合二入山影;山開二入山影,3430;3435
挖,'weat,烏八,山合二入山影,3430
嗗,'weat,烏八,山合二入山影,3430
豽,nrweat,女滑,山合二入山娘,3431
貀,nrweat,女滑,山合二入山娘,3431
𪙻,tsrheat,初八,山開二入山初,3432
䕓,tsrheat,初八,山開二入山初,3432
察,tsrheat,初八,山開二入山初,3432
詧,tsrheat;tshet,初八;千結,山開二入山初;山開四入先清,3432;3466
𣘤,tsrheat,初八,山開二入山初,3432
𩴳,tsrheat,初八,山開二入山初,3432
檫,tsrheat,初八,山開二入山初,3432
劀,kweat;kwaet,古滑;古䫄,山合二入山見;山合二入刪見,3433;3451
𠟽,kweat,古滑,山合二入山見,3433
戛,keat,古黠,山開二入山見,3434
扴,keat,古黠,山開二入山見,3434
圿,keat,古黠,山開二入山見,3434
鴶,keat,古黠,山開二入山見,3434
楔,keat;set,古黠;先結,山開二入山見;山開四入先心,3434;3465
秸,keat,古黠,山開二入山見,3434
鞂,keat,古黠,山開二入山見,3434
忦,keat,古黠,山開二入山見,3434
嘎,keat,古黠,山開二入山見,3434
𠜵,keat,古黠,山開二入山見,3434
𪃈,keat;ket,古黠;古屑,山開二入山見;山開四入先見,3434;3467
袺,keat;ket,古黠;古屑,山開二入山見;山開四入先見,3434;3467
㮖,keat,古黠,山開二入山見,3434
磍,keat;khaet,古黠;枯鎋,山開二入山見;山開二入刪溪,3434;3448
頡,keat;het,古黠;胡結,山開二入山見;山開四入先匣,3434;3476
軋,'eat,烏黠,山開二入山影,3435
圠,'eat,烏黠,山開二入山影,3435
揠,'eat,烏黠,山開二入山影,3435
嫼,'eat,烏黠,山開二入山影,3435
䝟,'eat,烏黠,山開二入山影,3435
猰,'eat;kaet;khet,烏黠;古鎋;苦結,山開二入山影;山開二入刪見;山開四入先溪,3435;3461;3483
䰲,'eat,烏黠,山開二入山影,3435
窫,'eat,烏黠,山開二入山影,3435
煞,sreat,所八,山開二入山生,3436
𣻑,sreat,所八,山開二入山生,3436
榝,sreat,所八,山開二入山生,3436
